Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,17.180000,17.270000,16.389999,16.520000,15.861986,26388100
2020-01-03,16.320000,16.610001,16.209999,16.530001,15.871588,12026100
2020-01-06,16.520000,17.260000,16.510000,17.100000,16.418884,20253700
2020-01-07,17.400000,17.770000,17.280001,17.670000,16.966179,19915500
2020-01-08,18.070000,18.570000,17.540001,18.100000,17.379051,35758500
2020-01-09,18.230000,18.230000,17.350000,17.709999,17.004585,18364900
2020-01-10,17.629999,17.809999,17.469999,17.809999,17.100603,11387500
2020-01-13,17.780001,17.990000,17.549999,17.879999,17.167814,11130300
2020-01-14,17.910000,18.049999,17.750000,17.860001,17.148611,10331400
2020-01-15,17.700001,17.760000,17.320000,17.420000,16.726137,11017600
2020-01-16,17.469999,17.600000,17.280001,17.530001,16.831757,9013300
2020-01-17,17.570000,17.680000,17.440001,17.570000,16.870163,6988400
2020-01-21,17.580000,17.590000,16.950001,16.990000,16.313265,12769700
2020-01-22,17.170000,17.400000,17.030001,17.150000,16.466890,8830000
2020-01-23,17.120001,17.170000,16.680000,17.070000,16.390078,6389600
2020-01-24,17.080000,17.110001,16.670000,16.780001,16.111629,8269900
2020-01-27,16.410000,16.549999,16.250000,16.379999,15.727561,7671500
2020-01-28,16.570000,16.940001,16.360001,16.870001,16.198046,10628100
2020-01-29,16.950001,17.180000,16.850000,16.870001,16.198046,7881700
2020-01-30,16.629999,16.860001,16.570000,16.830000,16.159637,8429000
2020-01-31,16.750000,16.750000,15.780000,15.950000,15.314689,16658000
2020-02-03,15.990000,16.760000,15.890000,16.459999,15.804375,16009300
2020-02-04,16.660000,17.059999,16.450001,16.469999,15.813976,15719900
2020-02-05,16.700001,17.480000,16.639999,17.450001,16.754942,24444300
2020-02-06,17.500000,17.670000,16.940001,16.950001,16.274858,12294900
2020-02-07,16.840000,16.900000,16.350000,16.400000,15.746765,8706600
2020-02-10,16.400000,16.580000,16.170000,16.230000,15.583536,7029300
2020-02-11,16.360001,16.400000,16.129999,16.360001,15.708359,6727600
2020-02-12,16.469999,17.090000,16.430000,17.000000,16.322866,12034100
2020-02-13,16.920000,16.920000,16.500000,16.740000,16.073221,7337200
2020-02-14,16.700001,16.889999,16.610001,16.670000,16.006010,5559800
2020-02-18,16.610001,16.660000,15.880000,16.070000,15.429909,12516100
2020-02-19,16.000000,16.350000,15.860000,16.290001,15.641148,8891300
2020-02-20,16.200001,16.660000,16.170000,16.639999,15.977205,9005300
2020-02-21,16.459999,16.650000,16.170000,16.230000,15.583536,8123400
2020-02-24,15.680000,15.680000,15.250000,15.450000,14.834604,12614800
2020-02-25,15.660000,15.910000,14.510000,14.600000,14.018462,24836400
2020-02-26,14.700000,14.870000,13.510000,13.590000,13.048692,25485900
2020-02-27,13.090000,13.510000,12.440000,12.900000,12.386174,22438800
2020-02-28,12.460000,13.310000,12.410000,13.230000,12.703031,21302900
2020-03-02,13.300000,13.310000,12.430000,12.990000,12.472589,20747200
