Date,Open,High,Low,Close,Adj Close,Volume
2020-02-21,141.619995,142.130005,139.869995,140.610001,139.535156,791800
2020-02-24,137.419998,140.839996,136.559998,139.910004,138.840530,1199400
2020-02-25,140.779999,140.779999,136.139999,137.600006,136.548187,1565700
2020-02-26,138.949997,138.949997,134.080002,134.539993,133.511566,1164800
2020-02-27,133.160004,138.110001,129.630005,134.130005,133.104721,997000
2020-02-28,131.289993,132.979996,127.849998,132.979996,131.963486,1909200
2020-03-02,133.449997,133.449997,128.039993,132.990005,131.973419,1403000
2020-03-03,131.520004,135.660004,128.919998,130.330002,129.333755,1241000
2020-03-04,131.220001,133.029999,128.070007,132.899994,131.884094,861300
2020-03-05,129.190002,129.770004,126.000000,126.919998,125.949814,1157100
2020-03-06,123.809998,128.479996,121.510002,127.910004,126.932251,1207800
2020-03-09,119.930000,132.190002,119.440002,130.360001,129.363525,1736700
2020-03-10,133.740005,137.350006,129.940002,135.199997,134.166504,1322500
2020-03-11,132.470001,132.800003,123.410004,125.620003,124.659760,2077500
2020-03-12,118.400002,120.330002,109.019997,109.169998,108.335503,1721300
2020-03-13,114.080002,115.309998,105.150002,113.690002,112.820953,1251600
2020-03-16,102.830002,107.489998,93.879997,95.250000,94.521904,1416100
2020-03-17,97.150002,101.919998,92.639999,100.250000,99.483681,1475700
2020-03-18,92.629997,94.459999,78.559998,88.739998,88.061668,1649400
2020-03-19,86.480003,89.419998,81.620003,85.970001,85.553871,1185000
2020-03-20,86.489998,89.000000,73.739998,75.029999,74.666817,1548500
2020-03-23,74.970001,79.940002,71.330002,78.500000,78.120026,1476000
2020-03-24,82.709999,87.610001,81.419998,86.379997,85.961876,1668300
2020-03-25,87.330002,96.610001,85.070000,90.370003,89.932571,1173700
2020-03-26,91.419998,97.650002,90.580002,97.120003,96.649902,1713800
2020-03-27,93.099998,100.209999,91.400002,95.599998,95.137253,761500
2020-03-30,94.410004,97.870003,89.860001,96.500000,96.032890,1046400
2020-03-31,95.559998,97.379997,92.900002,93.320000,92.868279,1268600
2020-04-01,89.629997,92.699997,87.120003,89.169998,88.738373,1163400
2020-04-02,87.709999,89.889999,81.940002,88.410004,87.982063,3036900
2020-04-03,86.139999,86.910004,82.730003,84.650002,84.240257,1148400
2020-04-06,89.440002,98.300003,88.529999,95.809998,95.346230,1378300
2020-04-07,102.230003,103.720001,97.480003,99.440002,98.958664,1255800
2020-04-08,101.830002,103.949997,98.959999,102.519997,102.023750,680900
2020-04-09,104.620003,108.809998,103.339996,106.860001,106.342751,1137200
2020-04-13,109.019997,110.050003,103.599998,110.000000,109.467545,1175500
2020-04-14,111.239998,116.330002,111.139999,115.389999,114.831459,922500
2020-04-15,110.949997,112.949997,108.889999,111.989998,111.447906,835100
2020-04-16,112.839996,118.220001,110.959999,117.529999,116.961098,1139500
2020-04-17,121.500000,123.400002,115.639999,118.860001,118.284660,949600
2020-04-20,116.830002,117.980003,115.080002,115.400002,114.841415,941400
2020-04-21,115.470001,117.199997,112.970001,113.510002,112.960556,777900
2020-04-22,115.070000,116.339996,112.410004,113.019997,112.472923,751200
2020-04-23,114.500000,118.379997,112.800003,113.389999,112.841133,895300
2020-04-24,115.150002,118.300003,114.000000,117.589996,117.020805,1011400
2020-04-27,118.489998,121.089996,117.470001,118.949997,118.374222,774400
2020-04-28,121.510002,123.239998,119.940002,120.970001,120.384445,776000
2020-04-29,123.830002,126.790001,123.000000,124.910004,124.305374,938400
2020-04-30,123.330002,123.419998,118.779999,120.910004,120.324738,750000
2020-05-01,118.019997,119.389999,115.970001,116.589996,116.025642,501700
2020-05-04,115.430000,120.410004,115.000000,120.110001,119.528610,460300
2020-05-05,121.889999,123.589996,121.000000,121.190002,120.603386,440100
2020-05-06,121.809998,122.940002,119.570000,121.160004,120.573532,683800
2020-05-07,122.500000,124.910004,118.940002,119.610001,119.031036,904500
2020-05-08,121.900002,125.709999,121.129997,124.849998,124.245659,911500
2020-05-11,124.110001,126.389999,123.000000,125.940002,125.330391,851200
2020-05-12,126.699997,126.940002,124.010002,124.500000,123.897362,1010600
2020-05-13,123.760002,125.050003,118.680000,119.239998,118.662819,1178700
2020-05-14,117.779999,121.260002,116.760002,121.129997,120.543678,1385500
2020-05-15,119.910004,127.029999,118.730003,126.059998,125.449806,1307700
2020-05-18,130.610001,132.889999,128.160004,131.110001,130.475372,1808700
2020-05-19,140.339996,141.800003,135.250000,135.820007,135.162567,3755600
2020-05-20,138.229996,140.160004,135.039993,135.720001,135.063049,1216300
2020-05-21,135.570007,136.020004,130.070007,134.789993,134.137543,1512800
2020-05-22,133.289993,134.210007,131.389999,133.479996,132.833893,682600
2020-05-26,137.619995,138.669998,134.589996,135.580002,134.923721,813400
2020-05-27,137.500000,141.779999,136.309998,141.710007,141.024063,815200
2020-05-28,142.389999,142.479996,138.000000,138.440002,137.769882,1069900
2020-05-29,137.699997,140.809998,136.500000,139.320007,138.645630,1335500
2020-06-01,139.559998,140.630005,138.490005,139.789993,139.113327,841000
2020-06-02,141.210007,141.350006,138.929993,139.490005,138.814804,540300
2020-06-03,139.759995,144.630005,139.759995,142.320007,141.631119,519300
2020-06-04,141.080002,142.690002,140.589996,142.199997,141.511688,498400
2020-06-05,145.070007,149.160004,144.559998,146.100006,145.392822,929300
2020-06-08,146.279999,149.240005,145.080002,146.350006,145.641586,920500
2020-06-09,145.220001,145.710007,142.330002,144.210007,143.511948,717100
2020-06-10,144.320007,144.320007,140.369995,140.380005,139.700500,864900
2020-06-11,136.710007,138.830002,131.600006,133.130005,132.485611,943000
2020-06-12,137.050003,137.289993,131.309998,135.729996,135.072998,682700
2020-06-15,131.160004,139.389999,130.330002,137.850006,137.182739,1074000
2020-06-16,143.039993,144.009995,138.240005,142.660004,141.969452,1018900
2020-06-17,144.110001,150.029999,142.740005,148.639999,147.920517,1382700
2020-06-18,147.399994,148.839996,145.619995,147.710007,147.242661,588200
2020-06-19,150.470001,150.570007,144.779999,144.899994,144.441559,1042900
2020-06-22,145.110001,152.270004,144.529999,151.600006,151.120361,1790600
2020-06-23,152.509995,153.470001,149.779999,149.970001,149.495514,1210300
2020-06-24,148.559998,148.809998,142.759995,143.000000,142.547577,1073200
2020-06-25,141.850006,143.490005,140.070007,142.910004,142.457855,920600
2020-06-26,142.970001,143.869995,139.589996,139.990005,139.547089,1079400
2020-06-29,141.490005,143.660004,138.759995,142.750000,142.298355,676500
2020-06-30,142.429993,143.360001,140.429993,142.449997,141.999298,746100
2020-07-01,142.360001,143.669998,139.669998,141.949997,141.500885,709500
2020-07-02,144.240005,145.610001,140.300003,141.839996,141.391220,467000
2020-07-06,144.149994,144.309998,138.250000,138.960007,138.520355,841300
2020-07-07,137.919998,138.960007,136.470001,136.679993,136.247543,799000
2020-07-08,136.289993,136.960007,132.929993,136.449997,136.018295,1361200
2020-07-09,135.679993,136.809998,132.320007,133.750000,133.326828,543000
2020-07-10,133.309998,134.779999,131.899994,134.449997,134.024612,614900
2020-07-13,135.220001,139.500000,134.050003,135.130005,134.702469,1064000
2020-07-14,134.970001,139.580002,133.539993,138.580002,138.141541,1069800
2020-07-15,140.800003,143.970001,140.220001,143.679993,143.225418,912000
2020-07-16,143.470001,147.559998,142.979996,145.350006,144.890137,941400
2020-07-17,146.199997,146.220001,143.029999,144.860001,144.401688,386500
2020-07-20,145.199997,145.660004,142.970001,144.899994,144.441559,417700
2020-07-21,145.380005,148.080002,145.029999,147.380005,146.913712,756100
2020-07-22,146.899994,150.070007,146.899994,149.399994,148.927322,493800
2020-07-23,150.000000,150.889999,146.979996,148.369995,147.900574,762500
2020-07-24,148.229996,149.770004,147.080002,147.270004,146.804062,755800
2020-07-27,147.389999,147.880005,146.000000,146.830002,146.365463,771300
2020-07-28,147.059998,148.059998,145.949997,146.190002,145.727478,808500
2020-07-29,146.610001,148.809998,146.130005,148.210007,147.741089,1249400
2020-07-30,154.110001,154.770004,148.729996,152.869995,152.386337,1350800
2020-07-31,152.660004,153.350006,147.550003,150.139999,149.664963,829000
2020-08-03,151.539993,153.089996,149.710007,152.550003,152.067352,498300
2020-08-04,152.169998,152.940002,150.350006,152.789993,152.306580,400000
2020-08-05,153.229996,154.139999,151.139999,151.720001,151.239975,856700
2020-08-06,150.949997,152.789993,150.600006,151.830002,151.349640,396400
2020-08-07,150.910004,153.210007,150.779999,151.970001,151.489197,1424500
2020-08-10,152.500000,154.220001,151.949997,153.320007,152.834915,595500
2020-08-11,155.000000,155.440002,151.789993,151.940002,151.459290,764800
2020-08-12,153.580002,156.000000,153.449997,154.279999,153.791870,682500
2020-08-13,154.470001,156.869995,153.800003,155.990005,155.496475,686300
2020-08-14,155.110001,159.309998,155.110001,158.660004,158.158020,1130300
2020-08-17,160.080002,161.479996,158.979996,161.000000,160.490616,2043400
2020-08-18,170.500000,170.500000,159.720001,162.850006,162.334778,2563500
2020-08-19,163.169998,163.839996,158.929993,160.809998,160.301224,1289500
2020-08-20,159.300003,160.020004,157.059998,157.440002,156.941879,1080200
2020-08-21,157.050003,158.320007,155.570007,156.110001,155.616089,697100
2020-08-24,156.979996,157.970001,154.520004,157.139999,156.642822,636500
2020-08-25,157.259995,157.259995,153.960007,156.059998,155.566238,525200
2020-08-26,155.770004,157.580002,155.449997,156.479996,155.984924,575600
2020-08-27,156.949997,156.949997,154.539993,154.720001,154.230484,473200
2020-08-28,155.380005,155.589996,153.130005,154.770004,154.280334,611600
2020-08-31,154.770004,158.740005,151.509995,156.309998,155.815460,1242100
2020-09-01,155.779999,157.779999,154.429993,156.389999,155.895203,634800
2020-09-02,156.440002,159.559998,155.539993,158.100006,157.599792,635600
2020-09-03,158.000000,158.550003,154.309998,155.179993,154.689026,591100
2020-09-04,155.889999,156.009995,150.759995,153.750000,153.263565,589100
2020-09-08,152.649994,154.690002,150.839996,151.729996,151.249939,1198000
2020-09-09,152.619995,155.679993,152.619995,154.350006,153.861664,715900
2020-09-10,154.649994,155.720001,153.100006,153.559998,153.074158,418700
2020-09-11,154.470001,155.320007,153.080002,154.589996,154.100891,493900
2020-09-14,156.899994,158.919998,156.130005,157.309998,156.812286,785900
2020-09-15,157.910004,158.410004,156.509995,156.880005,156.383652,496800
2020-09-16,157.029999,157.110001,154.300003,154.639999,154.150726,512800
2020-09-17,152.559998,154.949997,152.000000,154.759995,154.520157,630700
2020-09-18,154.380005,155.970001,152.539993,153.880005,153.641541,717100
2020-09-21,151.009995,151.750000,147.610001,148.429993,148.199966,854800
2020-09-22,148.990005,152.460007,146.419998,150.110001,149.877365,1244900
2020-09-23,150.570007,150.940002,146.300003,146.449997,146.223038,618900
2020-09-24,144.520004,148.839996,142.460007,146.710007,146.482651,1115900
2020-09-25,146.330002,150.399994,146.259995,149.410004,149.178467,778600
2020-09-28,150.880005,154.169998,150.009995,153.389999,153.152283,726400
2020-09-29,153.889999,153.889999,151.660004,151.710007,151.474899,610400
2020-09-30,151.479996,154.869995,151.449997,153.500000,153.262115,546700
2020-10-01,153.559998,156.259995,153.199997,154.850006,154.610031,649700
2020-10-02,152.240005,156.350006,151.660004,155.500000,155.259018,487300
2020-10-05,155.740005,158.160004,154.919998,155.860001,155.618454,556700
2020-10-06,160.259995,160.779999,155.059998,155.160004,154.919556,837200
2020-10-07,155.619995,158.500000,155.279999,156.809998,156.566986,1065700
2020-10-08,157.800003,158.500000,155.119995,157.660004,157.415680,404400
2020-10-09,158.580002,158.580002,155.070007,155.320007,155.079300,840400
2020-10-12,155.509995,156.389999,153.630005,156.250000,156.007858,720400
2020-10-13,155.610001,158.080002,155.220001,157.380005,157.136108,753400
2020-10-14,158.160004,159.179993,154.789993,156.580002,156.337341,581800
2020-10-15,154.979996,157.910004,154.080002,157.520004,157.275894,697300
2020-10-16,157.520004,157.610001,154.830002,154.990005,154.749817,477200
2020-10-19,156.110001,157.350006,152.770004,153.250000,153.012512,603800
2020-10-20,154.679993,154.979996,152.690002,153.020004,152.782867,614400
2020-10-21,155.990005,157.699997,153.880005,154.380005,154.140762,884500
2020-10-22,153.839996,154.070007,150.820007,152.929993,152.692993,621800
2020-10-23,153.419998,155.169998,151.779999,154.720001,154.480225,543600
2020-10-26,152.710007,152.960007,149.350006,151.210007,150.975677,619000
2020-10-27,150.470001,151.910004,150.000000,150.410004,150.176910,775600
2020-10-28,147.419998,150.070007,146.149994,146.380005,146.153152,687900
2020-10-29,145.729996,147.520004,144.229996,146.000000,145.773743,719900
2020-10-30,144.869995,147.410004,144.600006,147.279999,147.051758,822000
2020-11-02,149.490005,152.470001,148.759995,151.380005,151.145401,1010900
2020-11-03,153.479996,158.119995,152.679993,157.429993,157.186020,847600
2020-11-04,158.369995,159.550003,154.860001,155.529999,155.288971,791900
2020-11-05,157.779999,158.839996,155.279999,156.429993,156.187576,544200
2020-11-06,156.050003,157.539993,154.320007,156.380005,156.137665,725600
2020-11-09,161.589996,164.080002,156.330002,156.630005,156.387268,1877600
2020-11-10,153.250000,158.860001,150.699997,155.419998,155.179138,1716600
2020-11-11,156.779999,158.800003,153.210007,156.520004,156.277435,1132700
2020-11-12,156.720001,156.720001,151.500000,153.059998,152.822800,1091700
2020-11-13,152.990005,154.839996,152.130005,154.000000,153.761337,1073800
2020-11-16,155.500000,156.059998,150.320007,151.059998,150.825897,1306200
2020-11-17,149.919998,150.699997,147.649994,149.300003,149.068634,1073200
2020-11-18,148.929993,151.830002,147.979996,148.100006,147.870499,881600
2020-11-19,147.539993,147.539993,144.070007,146.080002,145.853622,1706700
2020-11-20,145.910004,147.089996,143.880005,144.330002,144.106323,1334400
2020-11-23,142.990005,146.860001,142.589996,145.559998,145.334427,1087700
2020-11-24,147.130005,150.440002,146.190002,149.830002,149.597809,1109400
2020-11-25,150.440002,150.610001,147.300003,149.399994,149.168472,795200
2020-11-27,150.240005,150.649994,148.309998,149.929993,149.697647,460500
2020-11-30,149.330002,150.309998,147.369995,147.699997,147.471100,1521500
2020-12-01,149.070007,153.179993,147.570007,152.610001,152.373505,1258300
2020-12-02,151.179993,151.449997,147.500000,148.449997,148.219940,1279900
2020-12-03,148.639999,151.059998,148.309998,150.139999,149.907318,646200
2020-12-04,149.960007,152.820007,149.960007,152.470001,152.233719,607700
2020-12-07,151.610001,153.720001,151.000000,153.679993,153.441833,985900
2020-12-08,152.690002,153.059998,148.960007,152.779999,152.543228,1135300
2020-12-09,152.990005,158.419998,152.509995,157.949997,157.705215,1275300
2020-12-10,156.250000,158.619995,154.559998,158.220001,157.974808,841400
2020-12-11,158.020004,160.899994,156.429993,157.660004,157.415680,906900
2020-12-14,158.610001,161.330002,157.300003,157.559998,157.315826,961800
2020-12-15,157.899994,159.940002,156.110001,159.839996,159.592285,1050400
2020-12-16,159.949997,161.929993,158.309998,161.320007,161.070007,1242600
2020-12-17,162.050003,163.699997,160.000000,160.339996,160.339996,1347800
2020-12-18,159.970001,161.039993,158.759995,159.990005,159.990005,1478300
2020-12-21,158.440002,160.580002,156.690002,160.490005,160.490005,1075200
2020-12-22,160.419998,161.179993,158.679993,159.399994,159.399994,780400
2020-12-23,158.679993,160.460007,158.410004,159.289993,159.289993,606500
2020-12-24,159.860001,160.979996,158.929993,160.679993,160.679993,308000
2020-12-28,161.309998,162.639999,158.270004,158.800003,158.800003,863300
2020-12-29,159.130005,159.419998,156.190002,156.690002,156.690002,704300
2020-12-30,156.639999,159.699997,156.639999,157.660004,157.660004,599600
2020-12-31,157.070007,157.669998,155.520004,157.509995,157.509995,621000
2021-01-04,157.899994,159.570007,155.960007,157.339996,157.339996,849100
2021-01-05,156.229996,158.139999,155.339996,157.169998,157.169998,619500
2021-01-06,157.210007,166.789993,157.210007,166.250000,166.250000,1584000
2021-01-07,165.960007,168.800003,164.600006,167.669998,167.669998,993200
2021-01-08,168.309998,171.070007,168.100006,170.059998,170.059998,864500
2021-01-11,167.949997,173.850006,167.350006,171.020004,171.020004,1186300
2021-01-12,170.839996,177.919998,170.699997,176.669998,176.669998,1101000
2021-01-13,176.020004,176.110001,171.250000,171.759995,171.759995,880800
2021-01-14,172.910004,172.910004,167.750000,168.830002,168.830002,879800
2021-01-15,167.399994,168.000000,164.940002,165.250000,165.250000,907100
2021-01-19,165.110001,167.119995,163.190002,165.929993,165.929993,951300
2021-01-20,166.039993,166.479996,164.210007,165.179993,165.179993,497300
2021-01-21,165.020004,167.779999,165.020004,166.679993,166.679993,472100
2021-01-22,165.589996,166.449997,163.149994,163.759995,163.759995,660100
2021-01-25,163.679993,164.669998,156.389999,159.660004,159.660004,1847100
2021-01-26,160.009995,160.110001,156.559998,157.630005,157.630005,824700
2021-01-27,152.649994,154.449997,143.149994,147.929993,147.929993,3368300
2021-01-28,149.619995,154.669998,148.500000,153.339996,153.339996,1634500
2021-01-29,153.000000,154.550003,148.279999,149.139999,149.139999,1292800
2021-02-01,151.130005,155.500000,150.029999,150.970001,150.970001,1671700
2021-02-02,151.869995,156.580002,151.080002,154.080002,154.080002,1569200
2021-02-03,155.110001,156.330002,152.139999,155.279999,155.279999,1226900
2021-02-04,156.529999,159.539993,155.509995,158.479996,158.479996,852700
2021-02-05,159.979996,160.250000,156.500000,157.279999,157.279999,877900
2021-02-08,158.380005,160.020004,157.559998,158.440002,158.440002,957800
2021-02-09,158.000000,162.139999,157.399994,160.669998,160.669998,709300
2021-02-10,161.770004,163.500000,158.399994,161.860001,161.860001,974200
2021-02-11,161.000000,161.779999,154.070007,154.460007,154.460007,1538400
2021-02-12,154.949997,155.669998,152.660004,152.809998,152.809998,846600
2021-02-16,151.009995,157.990005,151.009995,155.509995,155.509995,1932900
2021-02-17,154.820007,162.929993,154.429993,161.820007,161.820007,1590600
2021-02-18,160.020004,167.679993,159.710007,167.550003,167.550003,1584500
2021-02-19,167.550003,167.669998,164.050003,165.979996,165.979996,918300
2021-02-22,165.130005,169.309998,164.500000,167.699997,167.699997,957900
2021-02-23,169.410004,169.410004,163.850006,166.190002,166.190002,906200
2021-02-24,166.940002,167.100006,163.460007,166.149994,166.149994,948800
2021-02-25,166.529999,166.679993,160.050003,160.669998,160.669998,872200
2021-02-26,162.360001,163.309998,160.029999,160.350006,160.350006,951600
2021-03-01,162.130005,163.740005,161.770004,162.660004,162.660004,814500
2021-03-02,163.130005,166.250000,161.190002,164.839996,164.839996,847400
2021-03-03,164.190002,169.080002,164.149994,165.830002,165.830002,757500
2021-03-04,165.889999,167.830002,162.440002,165.539993,165.539993,862700
2021-03-05,167.039993,172.110001,165.229996,171.509995,171.509995,817200
2021-03-08,172.520004,177.699997,171.949997,176.500000,176.500000,1330700
2021-03-09,178.009995,178.360001,172.929993,173.050003,173.050003,1141600
2021-03-10,173.990005,177.250000,170.910004,176.339996,176.339996,1014600
2021-03-11,176.339996,177.440002,173.369995,173.639999,173.639999,850300
2021-03-12,174.139999,179.750000,173.649994,179.580002,179.580002,1040900
